beer_id|Name|style|abv|brewery_id
39187|Hitman Gold|American Pale Ale (APA)|5.5|5411
51251|Effinguud|American Strong Ale|9|5411
56391|Decadent Darkness|American Strong Ale|10.5|5411
39136|Sunshine Daydream|Saison / Farmhouse Ale|4.25|5411
43872|Wild Cat Sour Stout|American Double / Imperial Stout|8|5411
53821|Valley Brew Pale|American Pale Ale (APA)|5.2|5411
39192|Port's Pale Ale|English Pale Ale|4.3|5411
39134|Decadence 6|Belgian Pale Ale|6.5|5411
51332|Dysfunktion Ale Part Deux|American Wild Ale|NA|5411
43873|Grand Cru|Quadrupel (Quad)|12|5411
51302|Decadence Grand Cru 2009|American Wild Ale|10.5|5411
44564|Saison 1|Saison / Farmhouse Ale|6.8|5411
55538|Decadence Pomegranate Saison|Saison / Farmhouse Ale|5.5|5411
2690|Lumpy Dog Light Lager|Light Lager|4.4|1550
54242|Uber Abbey|Belgian IPA|9.5|5411
57706|Bourbon Barrel Old Inventory Barley Wine|American Barleywine|12|5411
63637|The End Of Evil As We Know It|Belgian Strong Pale Ale|11|5411
16664|Fire Chief Ale|Irish Red Ale|5.5|1550
43874|Fat Freddy's Freaky Kriek|Lambic - Fruit|7.5|5411
42613|Luna Blanca|Witbier|5.4|5411
67692|West Coast Style IPA|American IPA|NA|5411
39163|Rodeo Red Ale|American Amber / Red Ale|7|5411
39151|Decadence 8|Dubbel|8|5411
39193|Apricot Ale|American Pale Wheat Ale|4|5411
42614|Old Headbanger Ale|Old Ale|8|5411
54190|India Black Ale|American Strong Ale|8|5411
39150|Decadence 10|Tripel|10.8|5411
56073|Valley Brew Collabrotive Evil|Belgian Strong Pale Ale|10.2|5411
39159|Olde Inventory Barley Ryne (Redhead)|American Barleywine|9.5|5411
57707|Something Good From The Brandy Barrel 2010|American Strong Ale|NA|5411
44580|Saison 2|Saison / Farmhouse Ale|5.8|5411
45470|Mutha Pucka|Lambic - Fruit|8.5|5411
51266|Decadence 12 Maple|Quadrupel (Quad)|NA|5411
39189|Indian Red Ale|American Amber / Red Ale|6.5|5411
39186|Black Cat Stout|American Stout|6|5411
59217|Zeppelin Bier|Keller Bier / Zwickel Bier|5.2|6754
12199|Barkley Sound Honey Almond Light|American Blonde Ale|NA|892
39188|London Tavern Ale|English Dark Mild Ale|4.1|5411
39191|Valley Brew's Pale Wheat|American Pale Wheat Ale|4|5411
46548|Russian Imperial Stout|Russian Imperial Stout|9.5|5411
45374|Celebrator Magazine 20th Anniversary Party Blend|Belgian Strong Dark Ale|10.5|5411
39133|Decadence 12|Quadrupel (Quad)|NA|5411
51595|15th Anniversary Traditional Bock|Bock|NA|5411
48005|Black Cherry Saison|Saison / Farmhouse Ale|4.25|5411
39160|Olde Inventory Barley Ryne (Brunette)|American Barleywine|9.5|5411
55695|Decadent Evil Belgian Style Golden Ale|Belgian Strong Pale Ale|9.5|5411
57305|Honey Blonde Ale|American Blonde Ale|NA|5370
45261|Stockton Sour (Phil's Mild Wild)|American Wild Ale|4|5411
51312|Chilie Wonka|American Wild Ale|5.8|5411
54122|Cuvee De Evil|Belgian Strong Pale Ale|11|5411
51592|Dark Lager|Schwarzbier|NA|5411
39140|La Deuxieme Diabolitin|Belgian Strong Pale Ale|9.1|5411
60421|IPA|American IPA|NA|19721
31796|Pawn Star|English Bitter|4|14296
22879|Tyemnoye|Munich Dunkel Lager|NA|11120
22877|Svetloye|Euro Pale Lager|NA|11120
22878|Krasnoye|Vienna Lager|NA|11120
56300|Vetter Dunkel Hefeweizen|Dunkelweizen|NA|4490
55906|Vetter Weihnachtsbier|Bock|NA|4490
58288|Vetter Maibock|Maibock / Helles Bock|6.5|4490
58163|Vetter Helles|Munich Helles Lager|NA|4490
66884|Oatmeal Stout|Oatmeal Stout|NA|5370
66885|MacVinny's Scottish Ale|Scottish Ale|NA|5370
57311|Ol' 23 Stout|American Stout|NA|5370
72572|Hefeweizen|Hefeweizen|NA|5370
57312|Uptown Rye Brown Ale|American Brown Ale|NA|5370
57307|Thunderbolt Red Ale|Altbier|NA|5370
74099|Black Lager|Schwarzbier|NA|5370
50662|Helles Bock|Bock|NA|5370
57310|Blue Eyed Moose IPA|American IPA|NA|5370
68678|Monks Dubbel|Dubbel|NA|5370
38321|Wit Fire Wheat|American Pale Wheat Ale|NA|9805
38300|Rye|Rye Beer|NA|9805
38322|IPA|American IPA|NA|9805
38307|Pale Ale|American Pale Ale (APA)|NA|9805
53369|Nut Brown|American Brown Ale|5.5|9805
26789|Porter|American Porter|NA|9805
7800|Jun-nama|Happoshu|5.5|865
16522|Table Beer (Half And Half)|Black & Tan|5|865
19819|Akinama|Happoshu|6.5|865
25437|Kire|Happoshu|5|865
54290|Suntory Seasonal Brew|American Amber / Red Lager|6.5|865
16803|Bakufu|Happoshu|5|865
25629|Summer Shot|Happoshu|5|865
8128|Suntory The Premium Malt's|German Pilsener|5.5|865
5483|Hidden River Pale Ale|American Pale Ale (APA)|NA|892
54287|Suntory Malt's, The Bitter|English Bitter|5|865
29001|Suntory Malts, Tennensui Nama Beer|German Pilsener|5|865
37500|Suntory The Premium Malt's (Kuro)|Schwarzbier|5.5|865
25840|Magnum Dry,  Extra|Happoshu|5.5|865
28353|Malt's Sansuikei Minami-Aso Gairin|German Pilsener|4|865
27510|Magnum Dry|Happoshu|5.5|865
28269|World Select Beer|Euro Pale Lager|6|865
35276|Northern Ice Lager|American Adjunct Lager|5.8|892
15702|Daikaiun|Light Lager|5|865
16653|Magnum Dry, Super|Happoshu|5.5|865
19821|Super Blue|Happoshu|5|865
30706|Suntory Pearl Dry|Munich Helles Lager|5.5|865
45065|Suntory Rich Malt|American Pale Lager|5|865
28356|Malt's Sansuikei Tenno-san Kyoto-Nishi|German Pilsener|4|865
14530|Malt's Kuronama|Munich Dunkel Lager|5|865
4016|Suntory Malt's Beer|German Pilsener|5|865
52199|The Straight|Happoshu|6|865
17990|Natsunama|Happoshu|NA|865
27276|Muginozeitaku|Happoshu|5|865
32172|Suntory Golden Harmony|Dortmunder / Export Lager|5|865
26696|Bonne Biere|Euro Pale Lager|5.5|865
7349|Beer Nouveau|Japanese Rice Lager|5|865
28355|Malt's Sansuikei Tanzawa|German Pilsener|4|865
16051|Diet|Happoshu|3.5|865
28553|Jokki (Jug Nama)|Happoshu|5|865
19818|Fuyunama|Happoshu|5.5|865
28354|Malt's Sansuikei Akagi|German Pilsener|4|865
25288|Canadian Malt|German Pilsener|6|865
16268|Harunama|Happoshu|5.5|865
11965|Table Beer (Red)|Märzen / Oktoberfest|6|865
31719|German Wind|German Pilsener|5|865
41402|Zero-Nama|Happoshu|4|865
74863|Akiraku|Happoshu|6|865
59185|Seeradler Plus|Fruit / Vegetable Beer|2.6|6754
70859|Seeweisse|Hefeweizen|5.2|6754
59468|Seeradler Classik|Fruit / Vegetable Beer|2.6|6754
2935|Stite Golden Pilsner|American Adjunct Lager|NA|892
71607|Picto Craft|American IPA|NA|18566
71066|Rye Pale Ale|Rye Beer|NA|18566
72082|Entry Point|Kölsch|5|18566
71065|Blueberry Blonde|Fruit / Vegetable Beer|NA|18566
76987|Conqueror 1075|English India Pale Ale (IPA)|7.4|25381
68481|Windsor Knot|English Bitter|4.5|25381
69756|Conqueror Black IPA|English India Pale Ale (IPA)|5|25381
73765|Knight Of The Garter|American Blonde Ale|3.8|25381
75412|Out Of Step IPA|American IPA|5.8|27290
51208|CM Dubbel|Dubbel|4.5|20592
42503|Red Power|Bock|8|17002
37996|Olde Johnnie Ale|American Amber / Red Ale|NA|892
38387|Northern Golden Lager|American Adjunct Lager|NA|892
4863|Jeremiah James Cream Ale|Cream Ale|NA|892
54352|All American Light|Light Lager|NA|892
15761|Panther Ice Ale|American Adjunct Lager|7.5|892
18574|Dakota Brewing Co. Roughrider Premium|American Adjunct Lager|NA|892
5167|Gluek Honey Bock|Bock|5.8|892
5697|Hidden River Amber|American Amber / Red Lager|NA|892
4862|Jeremiah James Red Ale|American Amber / Red Ale|NA|892
41217|Jacob Hackstein Pilsner|American Adjunct Lager|NA|892
22687|Gluek's Dark|American Adjunct Lager|NA|892
26798|Cold Spring Lager|American Adjunct Lager|5|892
31057|Gluek Ice|American Malt Liquor|4.58|892
31840|Charles Reibenbach Lager|American Adjunct Lager|4.9|892
6184|Marzen|Märzen / Oktoberfest|NA|892
15323|Aspen Meadow Nut Brown|English Brown Ale|NA|892
8856|Black & Tan|Black & Tan|NA|892
42294|Cold Spring Pale Ale|American Pale Ale (APA)|NA|892
31874|Colonial Pub Pints Brown Ale|English Brown Ale|NA|892
23040|Frederick Scholz Lager|American Adjunct Lager|NA|892
5984|Gluek Golden Pilsner|German Pilsener|NA|892
3728|Aspen Meadow Vanilla Cream Stout|American Stout|NA|892
14697|Stite Light Lager|Light Lager|NA|892
35906|Jacob Hackstein Light|Light Lager|NA|892
42757|Cold Spring Honey Almond Weiss|American Pale Wheat Ale|NA|892
37662|Dorada|American Adjunct Lager|NA|892
14903|Pappy Kershenstine's Rattlesnake Beer|American Adjunct Lager|NA|892
46962|Cold Spring Red River Trail Ale|American Amber / Red Ale|NA|892
3168|Quake Honey Cream Ale|American Strong Ale|8.2|892
19776|Cedar Mountain Light|American Adjunct Lager|NA|892
23525|Frederick Schölz Ice|American Adjunct Lager|5.8|892
64326|Northern Honey Brown Lager|American Adjunct Lager|NA|892
33868|Brewer's Cave Golden Caramel Lager (Blue Diamond Brewing Company)|American Adjunct Lager|NA|892
35515|Cedar Mountain Lager|American Adjunct Lager|NA|892
4876|Jeremiah James Maple Stout|American Stout|NA|892
8713|Aspen Meadow Pale Ale|American Pale Ale (APA)|NA|892
42354|Cold Spring Moonlight Ale|Black & Tan|NA|892
47115|Joseph Haslinger Lager|American Adjunct Lager|NA|892
22646|Stite Black & Tan|Black & Tan|NA|892
20425|Barkley Sound Amber Red Reserve|American Amber / Red Ale|NA|892
31839|Colonial Pub Pints Hefeweizen|Hefeweizen|NA|892
4400|Quake Red Cream Ale|Cream Ale|8.2|892
11476|Josef Hoffbauer Light|Light Lager|NA|892
35226|Jacob Hackstein Ice|American Adjunct Lager|5.8|892
28564|Stite Amber Red Reserve|American Amber / Red Ale|NA|892
8103|Carl Scholz|American Adjunct Lager|NA|892
4864|Jeremiah James Black Ale|American Stout|NA|892
22033|Gluek Golden Light|Light Lager|NA|892
38415|Northern Reserve Special Light|American Adjunct Lager|4|892
11572|Josef Hoffbauer Ice|American Adjunct Lager|5.8|892
8891|Joseph Haslinger Ice|American Adjunct Lager|5.8|892
31021|Colonial Pub Pints Pale Ale|English Pale Ale|NA|892
31632|Gluek Red Bock Royal Select|Bock|5.8|892
2934|Doppelbock|Doppelbock|NA|892
3169|Quake Chocolate Cream Ale|American Double / Imperial Stout|8.2|892
4788|Hefe Weiss|Hefeweizen|NA|892
54353|All American Lager|American Adjunct Lager|NA|892
9879|Yeti Special Export|American Malt Liquor|7|314
8760|Honey Amber|Low Alcohol Beer|NA|892
47116|Joseph Haslinger Light|Light Lager|NA|892
40476|IBS Sweet FA|English Bitter|4|16729
25000|India Special Quality Beer|American Adjunct Lager|6|314
859|Himalayan Blue|American Adjunct Lager|4.5|314
70557|Hit Super Strong|American Adjunct Lager|8|314
25012|Dansberg|American Adjunct Lager|5|314
48481|Jhoom|American Adjunct Lager|4.5|314
53214|Branger Bräu|Märzen / Oktoberfest|NA|4462
21775|Anker Bir|Czech Pilsener|5|501
32278|Brandenburger Export|Dortmunder / Export Lager|5.4|6679
31401|Preussen Schwarzbier Premium|Schwarzbier|5.2|6679
31467|Brandenburger Dunkler Bock|Bock|6.9|6679
31400|Brandenburger Dunkles Bauernbier|Munich Dunkel Lager|4.8|6679
31466|Preussen Pils Premium|German Pilsener|4.9|6679
24498|Olm Pilsener|Euro Pale Lager|5|11709
435|Otter Summer Ale|American Pale Wheat Ale|4.9|119
10375|Hickory Switch Smoked Amber Ale|Smoked Beer|4.5|119
27058|Double Decker (Otter Creek World Tour)|Old Ale|7.5|119
41714|Otter Creek Baltic Porter|American Porter|NA|119
47101|Wolaver's Pat Leavy's All-American Ale|American Amber / Red Ale|NA|119
31692|Holy Otter (Otter Creek World Tour)|Tripel|NA|119
41755|Wolaver's All-American Ale|American Pale Ale (APA)|NA|119
49932|Helles Alt Ale (Otter Creek World Tour)|Altbier|NA|119
29543|Otter Creek 15th Anniversary IPA|American IPA|7.43|119
10376|Otter Creek Vermont Lager|Czech Pilsener|5|119
40639|Otter Creek Spring Ale: German-style Kölsch|Kölsch|4.85|119
399|Wolaver's India Pale Ale|American IPA|6.5|119
36551|Otter Creek White Sail|Witbier|NA|119
49072|Wolaver's Ben Gleason's White Ale|Witbier|NA|119
49621|Otter Creek Imperial India Pale Ale|American Double / Imperial IPA|11|119
16426|Wolaver's Witbier|Witbier|NA|119
75048|Otter Creek Winter Red Ale|American Amber / Red Ale|5.5|119
42090|Otter San (Otter Creek World Tour)|American Blonde Ale|NA|119
33385|Helsinki Göld (Otter Creek World Tour)|Sahti|NA|119
65071|1846 Pale Ale|American Pale Ale (APA)|NA|119
39494|Otter Creek Winter Ale|American Brown Ale|5.8|119
44209|Wolaver's (Organic) Pumpkin Ale|Pumpkin Ale|NA|119
52430|Otter Creek Oak Aged Imperial India Pale Ale|American Double / Imperial IPA|11|119
34388|Mole's Eye Pale Ale|American Pale Ale (APA)|5|119
18767|Otter Creek Helles Alt Beer|Altbier|NA|119
39031|Otter Mon|Foreign / Export Stout|NA|119
66899|Wolaver's Wildflower Wheat|American Pale Wheat Ale|4.25|119
73393|Otter Creek 20th Anniversary Ale|American Strong Ale|12|119
53767|Wolaver's Alta Gracia Coffee Porter|American Porter|5|119
36063|Cuckoo Bock (Otter Creek World Tour)|Maibock / Helles Bock|7.4|119
74681|Pumpkin Ale|Pumpkin Ale|NA|119
27767|Cerveza Cacao (Otter Creek World Tour)|Herbed / Spiced Beer|6.5|119
16425|Otter Creek Middleberry Ale|Fruit / Vegetable Beer|NA|119
29676|Otterbahn (Otter Creek World Tour)|Weizenbock|8|119
430|Otter Creek Mud Bock Spring Ale|American Brown Ale|5.7|119
14172|Wolaver's Oatmeal Stout|Oatmeal Stout|5.9|119
35065|Otter Kilter (Otter Creek World Tour)|Scotch Ale / Wee Heavy|NA|119
45837|Otter's Dubbel (Otter Creek World Tour)|Dubbel|NA|119
54281|Otter Creek Vermont Lager Dryhopped W/ Celeia Hops|Czech Pilsener|NA|119
44430|Basin Harbor Ale|American Pale Ale (APA)|NA|119
60216|Otter Creek Black Diamond Ale|American IPA|6.5|119
4939|Caywood Station Oatmeal Stout|Oatmeal Stout|5.5|611
53766|Otter Creek Quercus Vitis Humulus|American Strong Ale|12|119
47140|Otter Creek Russian Imperial Stout|Russian Imperial Stout|10.6|119
44049|Tidewater Grille Copper Ale|Altbier|5.4|119
45694|Lincoln Inn Ale|American Amber / Red Ale|NA|119
77274|Otter Creek Black IPA|American IPA|6|119
62020|Peace Tree Hefeweizen|Hefeweizen|NA|21818
23930|Otter Creek Smoked Ale|American Amber / Red Ale|NA|119
52139|Otter Creek Copper Ale W/ Mint Infusion|American Amber / Red Ale|5.4|119
44334|Wolaver's All-American 2 Ale|American Brown Ale|NA|119
44341|Otter Sphinx (Otter Creek World Tour)|American Pale Ale (APA)|NA|119
4931|Dockside Amber Lager|Vienna Lager|5.1|611
38637|Wolaver's Farmhouse Ale|Saison / Farmhouse Ale|NA|119
27892|Otter Creek ESB (Extra Special Bitter)|Extra Special / Strong Bitter (ESB)|NA|119
4940|Sugar House Maple Porter|American Porter|6|611
4926|Grace House Honey Wheat|American Pale Wheat Ale|3.8|611
15727|Dunkelweizen|Dunkelweizen|6|611
5421|Summer Sail Hefe Weizen|Hefeweizen|4|611
4937|Seneca Trail Pale Ale|American Pale Ale (APA)|4.5|611
25141|Champagne Wit|Witbier|NA|611
27650|Lodi Lemonade|Fruit / Vegetable Beer|NA|611
37797|Belgian Cherry Wheat|Fruit / Vegetable Beer|NA|611
36963|Oatmeal Stout|Oatmeal Stout|5.5|611
33470|Coffee Porter|American Porter|NA|611
4928|Mill Street Pilsner|German Pilsener|4.2|611
2454|Reverend James|English Pale Ale|4.5|801
9131|Sled Dog Trippel Bock|Doppelbock|10|611
73512|Sunday Morning|American Strong Ale|6.8|25958
77044|Radiator Winter Warmer|Winter Warmer|9|25958
72224|5' O'Clock Blonde Ale|American Blonde Ale|5|25958
72225|Ryeteous Rye IPA|American IPA|7|25958
30892|Maple St. Wheat|American Pale Wheat Ale|NA|13315
30890|Brickyard Red|American Amber / Red Ale|NA|13315
30893|Raspberry Wheat|Fruit / Vegetable Beer|NA|13315
40326|Brewer's Choice Imperial Stout|Russian Imperial Stout|9|13315
30891|Second St. IPA|American IPA|NA|13315
30889|Bobby's Blonde|American Blonde Ale|NA|13315
30895|Timmy's Tough Guy Stout|American Stout|NA|13315
30894|Extra Special Bitter|Extra Special / Strong Bitter (ESB)|NA|13315
12134|De Graal Tripel|Tripel|9|2361
12135|De Graal Speciale|Belgian Strong Dark Ale|8|2361
26545|Alvinne Bruin|Belgian Dark Ale|6.5|2361
2451|Brains S. A.|English Pale Ale|4.2|801
44413|Fretalop|Belgian Pale Ale|6.5|2361
58657|De Graal SloCK|Belgian IPA|6.5|2361
18809|Triverius|Witbier|6.8|2361
6142|De Graal Blond|Belgian Pale Ale|6.5|2361
74890|PIUS X|Belgian Strong Pale Ale|10.7|2361
64874|Quest|Tripel|9|2361
25068|Hector Amber|Belgian Strong Dark Ale|7.7|2361
33339|Emilius|Belgian Strong Pale Ale|8.5|2361
28246|'t Hartje( For Hbry De B's & 1st Year CVO-IVV Gent)|Belgian Strong Pale Ale|9.5|2361
6141|De Graal Gember|Herbed / Spiced Beer|8|2361
12133|De Graal Dubbel|Dubbel|6.5|2361
67065|Imperial Stout|American Double / Imperial Stout|10|21818
58495|Red Rambler Ale|American Amber / Red Ale|5.8|21818
58122|Hop Wrangler|Belgian IPA|6.25|21818
63834|Barrel-Aged Wee Heavy|Scotch Ale / Wee Heavy|NA|21818
8375|Triple 7 Marker Pale Ale|American Pale Ale (APA)|5.6|2315
60959|Cornucopia|Saison / Farmhouse Ale|NA|21818
60168|Blonde Fatale|Belgian Strong Pale Ale|8.5|21818
70617|Oak Barrel-Aged Cornucopia Farmhouse Ale|Saison / Farmhouse Ale|NA|21818
63187|Lemon Grass Ale|Herbed / Spiced Beer|NA|21818
58496|Rye Porter|American Porter|6|21818
70618|Double Dry-Hopped Hop Wrangler|Belgian IPA|6.25|21818
60954|Summer Ale|American Pale Wheat Ale|NA|21818
60403|Hop Sutra|American Double / Imperial IPA|9|21818
64640|Black River Gumbo Stout|American Stout|NA|21818
51411|Black Creek Pale Ale|English Pale Ale|5|20220
53862|Black Creek Spiced Pumpkin Ale|Pumpkin Ale|NA|20220
51412|Black Creek Stout|English Stout|5|20220
58821|Black Creek Dandelion Stout|Fruit / Vegetable Beer|NA|20220
65107|Black Creek Bourbon Barrel Stout|American Stout|NA|20220
73175|Black Creek Wet Hopped Pale Ale|English Pale Ale|5|20220
51410|Black Creek IPA|English India Pale Ale (IPA)|5|20220
50003|Black Creek Dark Ale|English Brown Ale|5|20220
68635|Bierwerk Aardwolf|Milk / Sweet Stout|8.5|25431
12214|Triple 7 Apricot Amber Ale|Fruit / Vegetable Beer|NA|2315
76255|Triple 7 Monique V. 2.0|Quadrupel (Quad)|11|2315
30004|Triple 7 Imperial Cherry Stout|American Double / Imperial Stout|7|2315
8378|Triple 7 High Roller Gold|American Pale Wheat Ale|5|2315
16203|Triple 7 Bohemian Pilsner|Czech Pilsener|5|2315
43325|Triple 7 Raspberry Cream Ale|Fruit / Vegetable Beer|NA|2315
8379|Triple 7 Royal Red Lager|Vienna Lager|4.5|2315
55312|Triple 7 Problem Child Imperial Porter|Baltic Porter|9.5|2315
22150|Triple 7 El Diablo Barleywine|American Barleywine|9.5|2315
24392|La Mentheuse|Herbed / Spiced Beer|7|11412
62445|Triple 7 Halo Bender Chocolate IPA|American Black Ale|7|2315
23346|Triple 7 Double IPA|American Double / Imperial IPA|7.5|2315
42633|Triple 7 Java Porter|American Porter|NA|2315
8377|Triple 7 Black Cherry Stout|American Stout|5.2|2315
37370|Triple 7 Belgian IPA|Belgian IPA|9.5|2315
39946|Triple 7 Pumpkin Spice Ale|Fruit / Vegetable Beer|NA|2315
22151|Triple 7 Apricot Cream Ale|Fruit / Vegetable Beer|5|2315
37371|Triple 7 Hefeweizen|Hefeweizen|NA|2315
8376|Triple 7 Black Chip Porter|American Porter|4.3|2315
19778|Triple 7 Mango Cream Ale|Fruit / Vegetable Beer|NA|2315
30003|Triple 7 Summit IPA|American Double / Imperial IPA|7|2315
17203|Triple 7 Dunkelweizen|Dunkelweizen|NA|2315
34735|Triple 7 Omen|American Barleywine|NA|2315
49060|Serious Ale|Extra Special / Strong Bitter (ESB)|NA|19769
72062|Cloudy Summer|Kölsch|4.4|26607
44669|La Défroquée|Belgian Strong Dark Ale|8|11412
38370|Noix De Marmotte|American Brown Ale|6|11412
38363|L'Agace Pisette|Kölsch|5.5|11412
27658|La Dernière Brosse|American Double / Imperial Stout|7|11412
44289|L'ange Gardien|Hefeweizen|5|11412
43799|La Grenouille|Witbier|6|11412
44671|Ma Bière D'épinette|Herbed / Spiced Beer|7.1|11412
38368|La Bedaine|American Blonde Ale|5|11412
24393|L'Amère-Veilleuse|Extra Special / Strong Bitter (ESB)|6|11412
28605|La Tarte|Fruit / Vegetable Beer|7|11412
38369|La Bariteau|American Amber / Red Ale|5|11412
28603|La Reyne D'escosse|Scotch Ale / Wee Heavy|8.5|11412
38371|Ensorceleuse|Braggot|7|11412
51885|Le Bedon|Oatmeal Stout|5|11412
36170|Plank Bavarian Dunkler Weizenbock|Weizenbock|7.5|5943
1709|Oude Kriek|Lambic - Fruit|6|636
36326|Plank Bavarian Heller Weizenbock|Weizenbock|7.5|5943
36171|Plank Bavarian Hefeweizen|Hefeweizen|5.2|5943
38385|Bavarian Heller Doppelbock|Doppelbock|7.8|5943
29063|SA Gold|American Blonde Ale|4.7|801
46702|Party Popper|Winter Warmer|NA|801
74098|Brains Stout|English Stout|4.1|801
42327|Milkwood|English Bitter|4.3|801
2459|Merlin's Oak|English Pale Ale|4.3|801
27075|IPA|English India Pale Ale (IPA)|4.5|801
2453|Brains Dark|English Dark Mild Ale|3.5|801
37042|Lomond Gold|Scottish Ale|5|3396
66990|Brains IPA|English India Pale Ale (IPA)|3.4|801
2455|Buckleys Best Bitter|English Bitter|3.7|801
26835|Bread Of Heaven|English Pale Ale|4|801
72039|Brains Black|English Stout|4.1|801
2452|Brains Bitter|English Bitter|3.7|801
1809|Witkap Pater Tripel|Tripel|7.5|6
19653|City Of Stirling Ale 80 Shilling|Scottish Ale|4.8|3396
40478|Golden Thistle|English Pale Ale|4.2|3396
26810|Bannockburn|Scottish Ale|5|3396
25791|Brig O'Allan 80/- Ale|Scottish Ale|4|3396
22635|Bridge Of Allan Glencoe Organic Wild Oat Stout|Oatmeal Stout|4.5|3396
39567|William Wallace|Scottish Ale|4.5|3396
26688|Stirling Brig 1297|Scottish Ale|4.8|3396
38172|Red Mist|Fruit / Vegetable Beer|5|3396
38675|Sheriffmuir|Extra Special / Strong Bitter (ESB)|4.5|3396
63034|Aleoween Pumpkin Ale|Scottish Ale|4.2|3396
49586|Ben Nevis|Scottish Ale|4|3396
12540|Red Brick Bitter|English Bitter|NA|6509
16698|Yippee IPA|American IPA|NA|6509
71544|Nagila Pale Ale|American Pale Ale (APA)|5|6509
43699|Raspberry Wheat|Fruit / Vegetable Beer|5.2|6509
26082|Harbour Light Lager|Light Lager|NA|6509
71541|Brick And Beam IPA|American IPA|NA|6509
22865|Velvet Stout|English Stout|4.7|6509
24687|Leopard Ale|Belgian Pale Ale|7|6509
41163|Le Nez Rouge|Tripel|9|6509
37939|Red Truck Lager|American Pale Lager|5|6509
22866|Happy Hooligan  Double|Dubbel|8.5|6509
27207|Jolly Hooligan|Winter Warmer|8.5|6509
43701|Cassiopiea Wit|Witbier|5.3|6509
71542|Wharehouse Stout|American Stout|4.5|6509
16701|Red Truck Ale|American Amber / Red Ale|NA|6509
26081|Downtown Brown|American Brown Ale|NA|6509
46709|Oud Bruin|Flanders Oud Bruin|NA|6509
26083|Mainland Lager|American Pale Lager|NA|6509
35245|Imperial Brown Ale|American Brown Ale|NA|6509
12530|Hill's Special Wheat|Hefeweizen|NA|6509
26966|Yaletown Pilsner|Czech Pilsener|4.7|6509
42567|Short Sleeve Pilsner|Czech Pilsener|5|6509
18546|Slaghmuylder Kerstbier|Czech Pilsener|6|6
32118|Slaghmuylder Tafel Hell|Belgian Pale Ale|2|6
17888|Ambiorix Dubbel|Dubbel|8|6
65354|Witkap Pater Special|Belgian Pale Ale|5.5|6
50129|Drongens Plezierke|Belgian Strong Dark Ale|7.5|6
18544|Slag Lager Beer|Czech Pilsener|5|6
1810|Witkap Pater Dubbel|Dubbel|7.2|6
1710|Oude Gueuze|Gueuze|6|636
25786|Greut Lawauitj|Belgian Dark Ale|5.5|6
18545|Slaghmuylder Paasbier|Czech Pilsener|6|6
41616|Holgate Dunkel Weizen|Dunkelweizen|NA|2563
47940|Jonge Lambic|Lambic - Unblended|5.8|636
5586|Oudbeitje Lambic|Lambic - Fruit|6|636
40710|Holgate ESB|Extra Special / Strong Bitter (ESB)|5|2563
62634|Hanssens Kriekenlambik|Lambic - Fruit|6|636
52864|Hanssens Experimental Raspberry|Lambic - Fruit|6|636
48203|Hanssens Experimental Cassis|Lambic - Fruit|6|636
49754|Coconut Porter|English Porter|5.5|1250
3435|Mead The Gueuze|Gueuze|7.9|636
44284|Temptress Chocolate Porter|American Porter|6|2563
24031|Mercs Own Peach Ale|Fruit / Vegetable Beer|5.5|2563
64558|Scarenbecca Kriek|Lambic - Fruit|6|636
61087|Naleczowskie|Euro Dark Lager|7|23473
67941|Mr. Wheat|Hefeweizen|5.7|24732
65731|The Black Rooster Stout|American Stout|6.5|24732
65732|The Hoptimizer|American IPA|6.5|24732
74091|Magnus Czekoladowy|Bock|6|23473
73747|Magnus Sliwkowy|Fruit / Vegetable Beer|6|23473
67657|Lipcowe|Euro Pale Lager|6|23473
75373|Magnus Zurawinowy|Fruit / Vegetable Beer|6|23473
16219|Holgate Brewhouse Summer Wheat|American Pale Wheat Ale|NA|2563
9746|Holgate Brewhouse Woodend Pilsener|German Pilsener|4.5|2563
8795|Mt Macedon Ale|English Pale Ale|4.5|2563
44241|Hopinator|American Double / Imperial IPA|7|2563
7903|Macedon Ranges Old Pale Ale|English Pale Ale|5|2563
8797|Holgate Brewhouse Winter Ale|Winter Warmer|6|2563
26105|Double Trouble|Belgian Strong Dark Ale|8|2563
26106|Bitter Pale Ale|English Pale Ale|5|2563
66400|The Empress|American Porter|10|2563
49381|Christmas Ale|Scotch Ale / Wee Heavy|8.5|2563
61595|Beelzebub's Jewels 2010|American Barleywine|12.5|2563
75738|UXB Unexploded Bomb|Extra Special / Strong Bitter (ESB)|6|2563
50903|Holgate Nut Brown Ale|English Brown Ale|5.3|2563
26108|Big Reg|Vienna Lager|5|2563
26110|Mahogany & Malt Dark Ale|English Dark Mild Ale|6|2563
57766|Brick Kiln Wheat|Hefeweizen|5|2563
49644|Holgate Hazelnut Brown Ale|English Brown Ale|5|2563
12584|Legacy Steam Horse Lager|California Common / Steam Beer|4.4|1905
12606|"Select ""69"" Lager"|American Adjunct Lager|4|1905
12607|Moore's Select Oktoberfest|Märzen / Oktoberfest|4.3|1905
12579|Blonde Bock|Maibock / Helles Bock|5.2|1905
21026|Bierland Chopp Pilsen|German Pilsener|NA|10506
72111|Bierland Vienna|Vienna Lager|5.4|10506
74030|Bierland Bock|Bock|5.8|10506
19316|Midium|Light Lager|3.9|4475
