beer_id|Name|style|abv|brewery_id
47986|Sausa Weizen|Hefeweizen|5|10325
48213|Red Moon|English Strong Ale|6.2|10325
48215|Black Horse Black Beer|Foreign / Export Stout|6.5|10325
47969|Sausa Pils|German Pilsener|5|10325
64883|Cauldron DIPA|American Double / Imperial IPA|7.7|1075
52159|Caldera Ginger Beer|Herbed / Spiced Beer|4.7|1075
436|Amstel Light|Light Lager|3.5|163
10789|Caldera Oatmeal Stout|Oatmeal Stout|7.2|1075
12386|Caldera OBF 15|American Pale Lager|5.6|1075
58046|Rauch Ür Bock|Rauchbier|7.4|1075
25414|Caldera Pale Ale|American Pale Ale (APA)|5.5|1075
10788|Pilot Rock Porter|American Porter|5.8|1075
58920|Vas Deferens Ale|Belgian Strong Dark Ale|8.1|1075
10784|Caldera IPA|American IPA|6.1|1075
21241|Cauldron Espresso Stout|American Stout|NA|1075
20818|Old Growth Imperial Stout|Russian Imperial Stout|8.8|1075
10786|Dry Hop Red|American Amber / Red Ale|5.7|1075
10794|Southside Strong|American Strong Ale|7|1075
54330|Caldera Märzen|Märzen / Oktoberfest|6.3|1075
20817|Lawnmower Lager|American Adjunct Lager|3.9|1075
61427|Caldera Rose Petal (Kettle Series)|American Blonde Ale|6.7|1075
3386|Amstel Bright|Euro Pale Lager|5|163
55097|Nut Brown|English Brown Ale|4.7|1454
2780|The Captain's Porter|American Porter|6|850
20689|The Highland Stagger|Scotch Ale / Wee Heavy|NA|850
2725|Swamp Fox IPA|American IPA|5.8|850
33624|Hoppin' To Heaven IPA|American IPA|6.8|14879
56071|Hopportunity Knocks|American IPA|6.8|1075
10785|Ashland Amber|American Amber / Red Ale|5.4|1075
76963|Coconut Porter|American Porter|9.5|1075
23290|Dry Hop Orange|American Amber / Red Ale|5.6|1075
49803|Kirner Pils Premium|German Pilsener|4.8|7345
54723|Alpha Beta|American IPA|NA|1075
3274|Caldera Pilsener Bier|German Pilsener|5.2|1075
60951|Hibiscus Ginger Beer|Fruit / Vegetable Beer|4.7|1075
37917|Exotic Erotic Passion Fruit Ale|Fruit / Vegetable Beer|5|1075
47695|Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout|Russian Imperial Stout|9.4|14879
42964|Imperial Stout|American Double / Imperial Stout|NA|1075
10793|Cauldron Brew|American Strong Ale|7.6|1075
2724|Inspiration Ale|Belgian Pale Ale|6|850
72330|Hop Hash|American Pale Ale (APA)|7|1075
60990|Mogli|American Porter|8.5|1075
45543|Welsh Pride|English Bitter|4|8802
54216|Welsh Honey Bitter|English Bitter|4.5|8802
39314|Telford Porter|English Porter|5.6|8802
45855|Celebration Ale|English Bitter|4.2|8802
45628|Honey Fayre|English Bitter|4.5|8802
55951|Holiday Imperial|American Double / Imperial IPA|9|2724
8769|Columbus India Pale Ale|American IPA|7|2724
64800|Holiday XXII Imperial Blue|American Strong Ale|9|2724
68668|Luck O' The Irish|Irish Dry Stout|4.5|2724
68672|Old Oakland Ale|English Strong Ale|8|2724
69087|Yellowjacket Ale|American Blonde Ale|4.1|2724
64803|Megalodon|American Strong Ale|NA|2724
15894|Code Blue|American Barleywine|10.4|2724
44082|Orca Porter|American Porter|5.1|2724
39606|Leviathan Imperial Stout|American Double / Imperial Stout|10|2724
31973|Mt. Takhoma Blonde Ale|American Blonde Ale|3.8|1386
41584|Holiday Trappist Style Ale|Belgian Strong Pale Ale|NA|2724
12835|Deviator Doppelbock|Doppelbock|8|2724
51834|Blue Whale Ale|American Amber / Red Ale|7.1|2724
41084|Grey Whale Ale|American Pale Ale (APA)|4.6|2724
8770|Killer Whale Stout|American Stout|5|2724
37498|Emerald Ale|American Amber / Red Ale|NA|2724
70395|Schinderhannes Bock|Maibock / Helles Bock|7.1|7345
30090|City Razz|Fruit / Vegetable Beer|NA|12770
30084|City Light|Light Lager|NA|12770
30088|City Pale Ale|American Pale Ale (APA)|NA|12770
27689|City Stout|American Stout|NA|12770
30089|City Pumpkin|Pumpkin Ale|NA|12770
30085|City Amber|American Amber / Red Ale|NA|12770
1415|Amstel Gold|Dortmunder / Export Lager|7|163
66308|Amstel Sterk (Strong)|Euro Strong Lager|7.5|163
1419|Amstel Oud Bruin|Euro Dark Lager|NA|163
59239|Amstel Malt|Low Alcohol Beer|0.1|163
34801|St. Stephen's Bock|Weizenbock|NA|3207
20114|North Beach Ale|American Pale Ale (APA)|NA|3207
20575|Hefeweizen|Hefeweizen|5|9020
53679|Ballz Deep Double IPA|American Double / Imperial IPA|8.4|20658
51814|Pacific Pilsner|American Pale Lager|4.5|15636
33584|Amstel (Pure Filtered)|Euro Pale Lager|4.7|163
1417|Amstel Lentebock|Maibock / Helles Bock|NA|163
1414|Amstel Lager|Euro Pale Lager|5|163
61726|Hop Project #35|American IPA|NA|9020
4371|Brown's Point ESB|Extra Special / Strong Bitter (ESB)|5.8|1386
1413|Amstel 1870|German Pilsener|5|163
1418|Amstel Bock|Bock|7|163
63220|Viven Porter|American Porter|7|23020
23326|Amber IPA|English India Pale Ale (IPA)|3.8|3407
23329|Original Lager|Euro Pale Lager|4.8|3407
23328|Red Alt Ale|Altbier|4.4|3407
23327|Gosch|Kölsch|4.8|3407
40395|Kollers Naturtrüb Dunkel|Munich Dunkel Lager|NA|16604
40394|Kollers Naturtrüb Hell|German Pilsener|NA|16604
27666|Holiday Ale|Herbed / Spiced Beer|7.5|11715
26817|Pumpkin Ale|Pumpkin Ale|5|11715
26133|Dry Stout|American Stout|NA|11715
27664|Newark IPA|American IPA|5.5|11715
26419|Red Rye Ale|Rye Beer|5|11715
26418|Wheat Ale|American Pale Wheat Ale|5|11715
26420|Pale Ale|American Pale Ale (APA)|4.5|11715
3825|Harboe Bjørnebryg (Bear Beer)|Euro Pale Lager|4.9|1463
27799|Sweet Stout|Milk / Sweet Stout|4.8|11715
26132|IPA|American IPA|NA|11715
52445|Nobu Special Reserve|Euro Pale Lager|5.5|18185
36470|Harboe Silver Beer 3,5%|Euro Pale Lager|3.5|1463
22808|Harboe Den Glada Danskens Lättöl|Low Alcohol Beer|2.2|1463
36580|Harboe Pilsner 2,8%|Euro Pale Lager|2.8|1463
22604|Harboe Bjørnebryg Extra Stark (Bear Beer Extra Strong)|Euro Strong Lager|7.7|1463
38540|Harboe Kräftöl|Euro Pale Lager|2.8|1463
23315|"Netto ""24"" Fødselsdags-Bryg"|Euro Strong Lager|10|1463
36609|Harboe Påskebryg 2,8%|Euro Pale Lager|2.8|1463
36484|Harbroe Classic Beer 2,8%|Euro Pale Lager|2.8|1463
36720|Harboe Pilsner 3,5%|Euro Pale Lager|3.5|1463
22615|Harboe Classic 110|Euro Pale Lager|4.6|1463
42953|Skælskør Original Black|Schwarzbier|5|1463
37175|Harboe Dunkel|Munich Dunkel Lager|4.4|1463
49485|De 5 Gaarde Falle Høstbryg|Vienna Lager|6|1463
22608|Harboe Julebryg|Euro Pale Lager|5.7|1463
32179|Christian Firtal Guldøl|Euro Pale Lager|5.7|1463
22609|Harboe Årgangssbryg|Euro Strong Lager|10|1463
42573|Harboe Bjørnebryg 2,8%|Euro Pale Lager|2.8|1463
20986|Christian Firtal|Euro Pale Lager|5.3|1463
57800|Harboe Bear Beer Premium Strong Beer|Euro Strong Lager|7.5|1463
37237|Harboe Premium Traditional Pilsner 4.6%|Euro Pale Lager|4.6|1463
32368|Harboe Red Beer|American Amber / Red Lager|4.6|1463
34739|Harboe Vib Pilsner Classic Landlord|Euro Pale Lager|4.6|1463
70647|Dansk Pilsner|Euro Pale Lager|4.6|1463
34738|Harboe Vib Pilsner Håndbajer|Euro Pale Lager|4.4|1463
38233|Harboe Sommarbrygg|Euro Pale Lager|2.8|1463
22616|Harboe Guldøl (Harboe Beer Gold)|Euro Pale Lager|5.7|1463
22817|Harboe Pilsner|Euro Pale Lager|5|1463
53959|Harboe Classic 2,8%|Euro Pale Lager|2.8|1463
43516|Amarillo Lager|American Amber / Red Lager|5|1454
43945|Replic Ale|Scottish Ale|5.7|1454
10649|Wheat Beer|Witbier|4.5|1454
13289|Oktoberfest|Märzen / Oktoberfest|5.5|1454
66855|Black IPA|American Black Ale|6|1454
65089|Winter Wheat|Saison / Farmhouse Ale|5|1454
15475|Broad Ripple Diving Duck American Brown Ale|English Brown Ale|NA|1454
15476|Broad Ripple Stout|American Stout|NA|1454
63460|Limping Mallard|English Strong Ale|7.7|1454
63020|Bigger Boy's Beer|English Strong Ale|8.4|1454
38414|Extra Pale Ale|American Pale Ale (APA)|5|1454
39008|Monon Porter|American Porter|6|1454
65568|Marzen|Märzen / Oktoberfest|5.2|1454
6825|I.P.A.|American IPA|6.2|1454
66857|Jack Daniels Barrel Aged Porter|American Porter|6|1454
15477|Broad Ripple Ankle Biter 2003|English Barleywine|NA|1454
74998|Sparky's Chocolate Milk Stout|Milk / Sweet Stout|5.6|1454
31838|Red Bird Mild|English Dark Mild Ale|NA|1454
49038|Broad Ripple Evilsizors Russian Imperial Stout|Russian Imperial Stout|10.5|1454
73291|Hefe Weizen|Hefeweizen|4.5|1454
31935|Pilsner|German Pilsener|5.2|1454
35229|"Ankle Biter Ale ""06"|English Barleywine|NA|1454
35228|Ankle Biter Ale '07|English Barleywine|9.8|1454
65636|Amarillo Single Hop Pale Ale|American Pale Ale (APA)|5|1454
55445|Hopcicle Double IPA|American Double / Imperial IPA|9|1454
64379|Apple Chucker|Fruit / Vegetable Beer|5.5|1454
66430|Ackerman's Imperial Double Stout (Winterfest Replicale 2011)|American Double / Imperial Stout|8|1454
63470|Kölsch|Kölsch|NA|1454
9545|Porter|American Porter|NA|1454
6824|E.S.B.|Extra Special / Strong Bitter (ESB)|5.6|1454
66889|Ackerman's Imperial Double Stout (Indiana Replicale 2011)|American Double / Imperial Stout|8|1454
16491|T.J.'s Best Bitter|English Bitter|5.3|1454
63467|Replic Ale (2010)|Schwarzbier|NA|1454
66856|California Common|California Common / Steam Beer|5|1454
43364|Finneen's Auld Sod Stout|Irish Dry Stout|4.8|1454
15474|Broad Ripple Lawnmower Pale Ale|American Pale Ale (APA)|5|1454
25546|Bernard Nefiltrovaný (unfiltered)|Czech Pilsener|NA|2055
55096|2001 - A Stout Odyssey|American Double / Imperial Stout|8|1454
39007|Herr Kevin's Alt Bier|Altbier|5.2|1454
43944|Black Heart Lager|Euro Dark Lager|5.9|1454
8284|Wee Alec Heavy|Scotch Ale / Wee Heavy|7.7|1454
61478|Lawn Mower Pale Ale|English Pale Ale|5|1454
73290|Bjava Porter|American Porter|6|1454
39009|Dual Citizenship Ale|American Pale Ale (APA)|5.5|1454
27918|15th Anniversary|English Pale Ale|NA|1454
32306|Farmhouse Ale|Saison / Farmhouse Ale|5.9|1454
75449|Centennial Pale Ale|American Pale Ale (APA)|5|1454
15660|Wobbly Bob APA|American Pale Ale (APA)|5.5|1454
15478|Broad Ripple Ankle Biter 2004|English Barleywine|NA|1454
33272|Pumpkin Ale|Pumpkin Ale|4.5|1454
53367|Georgia Belgique|Belgian IPA|NA|850
19558|Wild Wacky Wit|Witbier|4.8|850
71513|Apparition Ale Cask With Sovereign Hops|English Bitter|4.8|850
71533|Six Degrees Belgian Golden Ale|Belgian Strong Pale Ale|6|850
32141|X-Extra Pale Ale|American Pale Ale (APA)|4.2|850
65099|Goin' Monk|Belgian Pale Ale|NA|850
20758|Ogeechee Amber Ale|American Amber / Red Ale|4.2|850
54000|Rosemary IPA|American IPA|5.8|850
8514|Bay Street Brown Ale|English Brown Ale|5.4|850
26562|Moon Dance Pale Ale|English Pale Ale|4.2|850
41683|Slow-Vannah Pale Ale|American Pale Ale (APA)|4|850
29142|Oatboy Imperial IPA|American Double / Imperial IPA|9.5|850
27229|Wheezy Heifer|Hefeweizen|5.5|850
2776|Hefe-Weizen|Hefeweizen|5.5|850
72005|Six Degrees Belgian Golden Ale Cask With Cardamom And Lemongrass|Belgian Strong Pale Ale|6|850
47880|Oak-Aged Black River Imperial Stout|American Double / Imperial Stout|12|850
38226|Dixie Crystal Beer|Tripel|10|850
11162|The Bomb-Dry Stout|Irish Dry Stout|NA|850
71669|Slow-Vannah Pale Ale Cask With Citra Hops|American Pale Ale (APA)|4|850
55193|Skunk-Ape Stout|Irish Dry Stout|7.5|850
43602|Peachy Sour Brown Ale|Fruit / Vegetable Beer|6|850
39519|Honey Bock|Maibock / Helles Bock|NA|850
2726|Claire De Lune|Kölsch|4.6|850
24057|Galleria Espresso Stout|American Stout|4.8|850
24016|Mai-Rye-Bock|Rye Beer|7.6|850
63217|Amarillo On My Mind|American Pale Ale (APA)|NA|850
74027|Special Reserve Oud Bruin|Flanders Oud Bruin|9|850
8717|Savannah Fest Beer|Märzen / Oktoberfest|4.9|850
72200|Apparition Ale Cask With Fuggles Hops|English Bitter|4.8|850
62442|Apparition Ale|English Bitter|4.8|850
20757|Black River Imperial Stout|Russian Imperial Stout|10.5|850
17010|Wee Beast (Cuillin Beast)|Scotch Ale / Wee Heavy|7|577
7819|"The Rod ""winter"" Stout"|American Stout|NA|850
20013|Moon Light|Czech Pilsener|NA|850
72448|Little Chocolate Doughnuts|American Porter|5|850
62441|Houblon Wit|Witbier|5.8|850
34569|The Tater Ale|Fruit / Vegetable Beer|4.5|850
59514|Viven Imperial IPA|American Double / Imperial IPA|8|23020
55192|Nick's Balls Of Gold|American IPA|7.2|850
44081|Gene's American Brown Ale|American Brown Ale|6|850
44354|Lemke Pils|German Pilsener|NA|15524
40538|Kringle Krack|Winter Warmer|NA|15636
48911|Founders Cerise|Fruit / Vegetable Beer|6.5|1199
26909|Devanha Scottish XXX Ale|Scottish Ale|4.4|577
71157|Skyelight|English Pale Ale|3.8|577
36661|Tigh Dearg Ale|Scottish Ale|4.2|577
73020|Tarasgeir|Smoked Beer|4|577
11456|Red Cuillin|English Pale Ale|4.2|577
7519|Blaven|Scottish Ale|NA|577
11709|Hebridean Gold Porridge Oat Ale|English Bitter|4.3|577
39289|American Pale Ale|American Pale Ale (APA)|5.79|14756
72989|Walker's Ale|American Amber / Red Ale|4.2|577
1557|Black Cuillin|Scottish Ale|4.5|577
44579|Dark Star Porter|English Porter|5.6|14756
50632|Amalgamated Märzen|Märzen / Oktoberfest|NA|17293
45132|Altbier|Altbier|4.19|14756
61053|Bourbon Barrel Stout (Clay Street Series)|American Stout|8.6|14756
57894|Rye IPA 75|American IPA|7.5|14756
64842|Copper Ale|American Amber / Red Ale|5.7|24162
61864|Mephistopheles' Metamorphosis|Tripel|10.9|14756
45137|Professor Gesser's Mind Numbing Ale|American Double / Imperial IPA|7.2|14756
32712|Oatmeal Stout|Oatmeal Stout|NA|14589
32734|Nut Brown Ale|American Brown Ale|NA|14589
32733|Pale Ale|American Pale Ale (APA)|NA|14589
64841|Scotch Ale|Scottish Ale|5|24162
71502|Steamboat Stout|American Stout|4.5|24162
69795|Ring Of Fire|Scotch Ale / Wee Heavy|NA|24162
56978|Battery Hill Bitter|English Bitter|4.2|21841
56981|Dubbelicious|Dubbel|6.5|21841
62718|Belgian Red With Brettanomyces Yeast|Flanders Red Ale|NA|21841
63995|Brewer's Reserve Series: Dunkelweiss|Dunkelweizen|5|21841
60704|Herkulean IPA|American IPA|6|21841
65082|Roggenbier|Roggenbier|NA|21841
16074|Founders Red's Rye PA|Rye Beer|6.6|1199
56980|Swannanoa Sunset|Keller Bier / Zwickel Bier|4.2|21841
57668|Toubab Brewe|Keller Bier / Zwickel Bier|4.2|21841
56979|Solshine|Belgian Pale Ale|4.2|21841
58942|Test Batch#1: An Amercian Pale Ale|American Pale Ale (APA)|4.2|21841
58940|Antebellum Ale|American Pale Ale (APA)|5|21841
65447|Burning Barrel|American Porter|5.9|21841
56982|Meet Your Maker|English Strong Ale|9|21841
23015|Brouemont Russian Imperial Stout|Russian Imperial Stout|9|10774
69305|PBJ|Belgian Dark Ale|NA|21841
69410|Falconer's Rye|Roggenbier|NA|21841
58941|White Squirrel|American Blonde Ale|4.2|21841
62717|Germinator Doppelbock|Doppelbock|6|21841
47450|Neder Festbier|Märzen / Oktoberfest|5.2|13614
73752|Neder Faßbier|Dortmunder / Export Lager|5.2|13614
47864|Schwarze Anna|Schwarzbier|5.2|13614
48061|Erstes Forchheimer Braunbier|Munich Dunkel Lager|4.9|13614
33927|Gulden Fraug Belgian Style Ale|Belgian Strong Pale Ale|10.5|14879
37930|Neder Keller Bier|Keller Bier / Zwickel Bier|5.2|13614
44844|St. Anna Festbier|Märzen / Oktoberfest|5.6|13614
72427|Old Orange Old Dummy|American Strong Ale|9.3|26612
72426|Old Orange Cannonball|American IPA|7|26612
72425|Old Orange Street Fair|Kölsch|4.5|26612
69234|Brew Eyed Lager|Euro Pale Lager|4.5|25484
71686|Brew Eyed Blond|English Pale Ale|4.5|25484
30780|Old Skool|English Bitter|5|13956
75708|Toffee Porter|English Porter|4.8|26983
54846|Amalgamated Dunkel|Dunkelweizen|5.2|17293
71830|Amalgamated IPA|English India Pale Ale (IPA)|NA|17293
50575|Amalgamated Helles|Maibock / Helles Bock|NA|17293
54060|Amalgamated Zoigl|American Pale Lager|5|17293
52094|Amalgamated Rauchbier|Rauchbier|NA|17293
74672|Deceiver|American Black Ale|10|26990
74676|Ramble On Red|American Amber / Red Ale|5|26990
74683|NoDa Rye Z'd|American Double / Imperial IPA|8.85|26990
76766|10 Blocks South|American Pale Ale (APA)|5.5|26990
74675|Coco Loco|American Porter|6.2|26990
75898|Hop, Drop ‘n Roll|American IPA|7.2|26990
76668|Santa Baby|Winter Warmer|4.5|26990
76508|Naughty List|Winter Warmer|7.2|26990
69828|Bierre De Garde|Bière de Garde|6.7|24517
69826|Bluffdiver IPA|American IPA|6.5|24517
33653|Washougal Wheat|American Pale Wheat Ale|NA|5330
60957|Terminator Stout|American Stout|NA|5330
33654|Triple Chocolate Stout|American Stout|NA|5330
21964|Sushi Roku Red Sun|Japanese Rice Lager|NA|10912
65210|Pale Ale|American Pale Ale (APA)|5.8|21138
61801|Snaggletooth Stout|American Stout|6.5|16859
65197|IPA|American IPA|8.3|21138
65209|Irish Stout|Irish Dry Stout|5|21138
65208|Hefeweizen|Hefeweizen|5|21138
65211|Brown Ale|American Brown Ale|5.7|21138
50344|Mariposa Golden Amber|American Amber / Red Ale|NA|19380
50343|High Country Hefeweizen|Hefeweizen|NA|19380
50345|Pick Axe IPA|American IPA|NA|19380
7382|SueBee Honey Ale|American Pale Ale (APA)|NA|3087
61800|Blonde Ambition|American Blonde Ale|4.8|16859
66818|Pot Kettle Black|American Black Ale|6|23246
62782|Splashing Pumpkin|Pumpkin Ale|5|16859
65282|Hoppocratic Oath|American Double / Imperial IPA|8.7|16859
61799|Massive IPA|American IPA|6.6|16859
70562|Conscious Sedaison|Saison / Farmhouse Ale|7.25|16859
64348|Sleigh Ryed|Rye Beer|6.6|16859
65484|Marauder (Born From Wood Series)|Scotch Ale / Wee Heavy|9|16859
65483|Robert Moses Pale Ale|American Pale Ale (APA)|5|16859
61425|Motueka Monster|American Pale Ale (APA)|6|23246
69677|Rex Attitude|Smoked Beer|7|23246
74370|Her Majesty 2010|Dubbel|7.5|23246
61429|Nerdherder D|American Pale Ale (APA)|NA|23246
69866|Hud-a-wa' Strong|American Amber / Red Ale|6.8|23246
62884|Return To Magenta|Belgian Pale Ale|5|23246
76685|Red Rackham|American Amber / Red Ale|6.8|23246
62101|Viven Blond|Belgian Pale Ale|6.1|23020
72146|Her Majesty 2011|Saison / Farmhouse Ale|8|23246
75907|Digital IPA|American IPA|7|23246
61417|Yakima Monster|American Pale Ale (APA)|6|23246
5843|Honey Brown Lager|American Amber / Red Lager|NA|421
1222|Black & Tan|Black & Tan|NA|421
1223|Special Reserve Ale|American Pale Ale (APA)|NA|421
64816|Arnstädter UrBock|Maibock / Helles Bock|7.1|7314
48550|Orgemont Brune|Belgian Dark Ale|7|18847
48549|Orgemont Bière Des Moissons|Belgian Dark Ale|5.5|18847
48551|Orgemont Triple|Tripel|8.5|18847
48548|Orgemont Bière Rèmes Speciale Au Marc De Champagne|Belgian Pale Ale|6|18847
46650|Orgemont Blonde|Belgian Pale Ale|6|18847
59983|White Buffalo Peace Ale|American Pale Ale (APA)|5.5|23082
59984|Red Lady Ale|Irish Red Ale|5.4|23082
59986|Rodeo Stout|Oatmeal Stout|4.5|23082
19895|White Rapids Ale|American Pale Ale (APA)|3.75|2188
74651|Unas Mas! (Simcoe Hops)|English Pale Ale|5|2188
56688|Flying Aces Pale Ale|American Pale Ale (APA)|5.5|2188
32084|Black Night Black Lager|Schwarzbier|4.8|2188
5616|Dunkel Weizen|Dunkelweizen|NA|2188
23019|Nut Brown Ale|American Brown Ale|NA|2188
16893|Golden Hawk Wheat|American Pale Wheat Ale|5|2188
59548|Turbo Shandy|Fruit / Vegetable Beer|7|14879
19898|Helles Honey Bock|Maibock / Helles Bock|3.1|2188
16894|Red Rocket Amber Ale|American Amber / Red Ale|4.1|2188
33644|B.O.R.I.S. The Crusher Oatmeal-Imperial Stout|Russian Imperial Stout|9.4|14879
74654|Hopturnal Emissions|American Double / Imperial IPA|9|2188
75989|Bees Knees Honey Ale|American Blonde Ale|6.7|2188
19896|River Raiders Ale|American Pale Ale (APA)|NA|2188
28271|Quaker Oatmeal Stout|Oatmeal Stout|NA|2188
75988|Tenebra|American Stout|7|2188
16896|Tilted Kilt|Scottish Ale|5.6|2188
5617|Black Cobra Stout|American Stout|5.25|2188
56687|Holidays R Over Spiced Ale|Herbed / Spiced Beer|5.7|2188
20367|Oktoberfest|Märzen / Oktoberfest|3.8|2188
35064|Meta Export Lager|American Adjunct Lager|5|15527
52211|Frog's Hollow Double Pumpkin Ale|Pumpkin Ale|8.4|14879
16892|Flying Aces Ale|Extra Special / Strong Bitter (ESB)|3.8|2188
22213|Brown Nose Ale|English Brown Ale|4.37|2188
48525|Pike Double IPA|American Double / Imperial IPA|8|365
68447|Cascadian Dark Ale|American Black Ale|7|20658
64423|Saison Du Sept Mers|Saison / Farmhouse Ale|6|20658
58128|Barrel Aged Port Royal Stout W/ Vanilla Beans|Foreign / Export Stout|NA|20658
66845|Wheelchair|American Barleywine|11.1|20658
65639|Santa's Smokin' Winter Warmer|Winter Warmer|7.1|20658
73646|Hop Prophet|American IPA|5.8|20658
58129|Rude Parrot|American IPA|5.8|20658
53677|British Pale Ale|English Pale Ale|5.4|20658
53678|Cutt's Ale|American Amber / Red Ale|6.4|20658
54724|Port Royal Stout|American Stout|6.8|20658
66213|Smoked Porter|American Porter|NA|20658
20505|Alt|Altbier|5|10103
20504|Weizen|Hefeweizen|5|10103
61474|Asmara Lager Beer|American Adjunct Lager|5|15607
36037|'Pooya Porter|American Porter|5.5|15636
51815|Ol' Lickspigot Barleywine|American Barleywine|10|15636
35880|SantiAmber Ale|American Amber / Red Ale|5|15636
42797|Hop Crisis Extra Pale Ale|American Pale Ale (APA)|NA|15636
38212|Yankee Clipper IPA|American IPA|6.5|15636
36038|Flood Stage Red|American Amber / Red Ale|6|15636
38951|Simcoe Springs IPA|American IPA|NA|15636
51793|White Water Wheat|American Pale Wheat Ale|4.8|15636
40248|Fresh Hop Rye|Rye Beer|6.7|15636
72329|Hop Rye Pale|Rye Beer|6|15636
36036|Big Aft Pale Ale|American Pale Ale (APA)|5.5|15636
40448|BourbonDog ESB|Extra Special / Strong Bitter (ESB)|5.5|15636
40537|Undertow|Russian Imperial Stout|9.5|15636
51792|Riparian IPA|American IPA|6.5|15636
35881|Riverdog ESB|Extra Special / Strong Bitter (ESB)|5.5|15636
36039|Calapooia Barleywine|American Barleywine|11|15636
36035|Somethin' Lite|American Blonde Ale|3.5|15636
35882|Devil's Hole Stout|American Stout|6.5|15636
8422|La Binchoise Spéciale Noël (Reserve Special - USA)|Belgian Strong Pale Ale|9|3282
41788|Chili Beer|Chile Beer|4.8|15636
64538|Rising River Rye|Rye Beer|6|15636
22746|Zhigulovskoye|Euro Pale Lager|4|1746
20008|Froegaarden|Witbier|NA|3631
20016|Parislytic|Extra Special / Strong Bitter (ESB)|NA|3631
20017|Dark De Triomphe|English Stout|5|3631
58409|Dark Bock|Bock|NA|5476
58410|Dark Wheat|American Amber / Red Lager|NA|5476
13548|Bernard Celebration Lager|Czech Pilsener|5|2055
19309|Bernard Svetly Lezak|Czech Pilsener|4.7|2055
30983|OX|Czech Pilsener|5.8|2055
64262|Bernard Light 10° - Bernard Sv&#283;tlé Pivo 10°|Czech Pilsener|3.8|2055
18573|Bernard Semi-dark Lager (polotmavy Lezak)|Euro Dark Lager|4.5|2055
64327|Bernard Dark|Schwarzbier|5.1|2055
56735|Prae&#269;ka Christmas|Euro Strong Lager|5.8|2055
53523|Bernard S &#269;istou Hlavou|Low Alcohol Beer|0.5|2055
64879|Bernard Jantarový Leák|Munich Dunkel Lager|4.7|2055
21521|Bernard Cerne|Euro Dark Lager|5|2055
13583|Bernard Sváte&#269;ní Leák|Czech Pilsener|5|2055
46683|Twice Bitten|American Strong Ale|8.1|16994
45172|O'Hoppy IPA|American IPA|NA|16994
46255|Verich Gold|Kölsch|5|16994
46252|Ohio Pumpkin Ale|Pumpkin Ale|6.2|16994
46249|Alt-Ernative Amber|Altbier|5.4|16994
43396|Steel Valley Stout|American Stout|6.2|16994
44875|Akron Dopple Alt|Altbier|NA|16994
46248|Buckeye Brown|American Brown Ale|5.2|16994
46250|Polymer Pilsner|Czech Pilsener|NA|16994
17220|IPA|American IPA|NA|971
46254|Cardinal Ale|Irish Red Ale|5|16994
3644|Weiss Beer|Hefeweizen|NA|971
61917|Saints Ambrosia|Euro Dark Lager|NA|971
5547|Red Stallion|Vienna Lager|5.8|971
9825|Black Forest|Munich Dunkel Lager|NA|971
66692|Double Pilsner|Czech Pilsener|NA|971
35386|Festival Bock|Bock|6|971
14045|Brau Rauck|Rauchbier|NA|971
9824|Pilsner|German Pilsener|NA|971
17362|Dunkel Weizen|Dunkelweizen|NA|971
23234|Roggen|Roggenbier|NA|971
24189|Tomahawk Special American Pale Ale|American Pale Ale (APA)|NA|971
67820|Spring Bock|Bock|7|971
75148|Voodoo Bock|Bock|NA|971
71644|LOTR Polotmavy 14|Euro Dark Lager|NA|25966
70732|Raudonyu Dobilu Alus|Munich Dunkel Lager|5.5|25953
23013|Brouemont India Pale|American IPA|6|10774
23014|Brouemont Imperial India Pale Ale|American Double / Imperial IPA|7.1|10774
44687|Porter Fume|Smoked Beer|5.5|10774
23668|Weizen|Hefeweizen|4.6|10774
16871|Sweet Dark|English Dark Mild Ale|NA|9300
56115|Hop Dam Triple IPA|American Double / Imperial IPA|10|14879
36862|Wild Frog Wheat Ale|Hefeweizen|6|14879
34799|San Francisco Pale Ale|American Pale Ale (APA)|NA|3207
37518|Mean Manalishi Double I.P.A.|American Double / Imperial IPA|8.2|14879
57110|D.O.R.I.S. The Destroyer Double Imperial Stout|Russian Imperial Stout|10.5|14879
24336|Hallidie S. Ale|English Dark Mild Ale|NA|3207
26201|Lasko Club|Euro Pale Lager|4.9|453
40766|Otro Mundo Golden Ale|English Pale Ale|5.5|16791
72827|Barrel Aged Naked Evil|English Barleywine|11.3|14879
64096|Barrel Aged Frosted Frog Christmas Ale|Winter Warmer|8.6|14879
40146|Smashin' Berry Dark|Fruit / Vegetable Beer|NA|14879
48521|Kirkland Signature German Style Lager|Märzen / Oktoberfest|5.5|21516
38982|Smashing Berry Ale|Fruit / Vegetable Beer|4.3|14879
53779|Fresh Frog Raw Hop Imperial Pale Ale|American Pale Ale (APA)|7.8|14879
48556|Kirkland Signature Amber Ale|American Amber / Red Ale|5.7|21516
47694|Outta Kilter|Scotch Ale / Wee Heavy|8.2|14879
62921|Imperial American Porter (2010 Beer Week Collaboration With Rocky River)|American Porter|6.9|14879
75850|B.O.R.I.S. #100|Russian Imperial Stout|9.4|14879
51917|Hop Master's Abbey Belgian-Style Double IPA|Belgian IPA|8.5|14879
